,set
124589,train
128376,train
144042,train
99427,train
120844,train
136017,train
141188,train
127884,train
108462,train
137390,train
94628,train
95147,train
139773,train
111779,train
161668,train
123658,train
103673,train
97574,train
122677,train
123201,train
118958,train
146421,train
144077,train
106522,train
146891,train
198318,train
86189,train
147391,train
131737,train
148818,train
121744,train
145963,train
131202,train
126997,train
140254,train
136421,train
121239,train
118444,train
145493,train
129315,train
117516,train
102324,train
95148,train
137867,train
86191,train
110852,train
126909,train
119907,train
126461,train
134049,train
136000,train
133096,train
102243,train
111305,train
123635,train
109837,train
84640,train
144041,train
124097,train
98906,train
66221,train
117482,train
107985,train
131731,train
122670,train
104627,train
147842,train
138837,train
139304,train
82382,train
119895,train
138363,train
140749,train
118486,train
171118,train
125533,train
102234,train
135558,train
133136,train
121290,train
126517,train
124594,train
103198,train
82271,train
136012,train
129807,train
106586,train
128437,train
20016,train
145486,train
142632,train
82381,train
164518,train
119367,train
146928,train
194913,train
146906,train
123626,train
126464,train
87601,train
119361,train
95989,train
137920,train
144531,train
152620,train
116092,train
147873,train
123643,train
131233,train
100761,train
144076,train
133590,train
102187,train
86180,train
85699,train
117967,train
144510,train
114211,train
126472,train
73235,train
144528,train
114693,train
124101,train
134131,train
108952,train
127879,train
109886,train
133579,train
119893,train
104660,train
134565,train
134097,train
86662,train
123138,train
88561,train
125036,train
127949,train
108417,train
131718,train
130792,train
125581,train
134100,train
121741,train
107532,train
118940,train
120315,train
197844,train
120788,train
145968,train
129380,train
131262,train
119390,train
120839,train
110379,train
116533,train
120819,train
195942,train
148318,train
137397,train
97520,train
81909,train
169224,train
100769,train
123142,train
119862,train
128853,train
116586,train
105634,train
198317,train
124123,train
128837,train
144997,train
142612,train
136471,train
135039,train
86663,train
146435,train
196340,train
125515,train
180176,train
131697,train
125501,train
126488,train
101766,train
106581,train
113682,train
109358,train
85724,train
122742,train
127407,train
129790,train
133591,train
123190,train
131234,train
85250,train
129857,train
110313,train
132202,train
135043,train
82870,train
136980,train
134595,train
131201,train
128908,train
92730,train
142650,train
125548,train
102725,train
82864,train
107473,train
19067,train
132185,train
123196,train
95145,train
121755,train
125537,train
135030,train
134050,train
116043,train
138868,train
110839,train
117005,train
137889,train
115148,train
125101,train
132205,train
86671,train
124614,train
125085,train
107940,train
172067,train
150719,train
93206,train
108482,train
124556,train
75134,train
131251,train
125043,train
148800,train
136023,train
134532,train
81908,train
101298,train
141201,train
109413,train
118353,train
140715,train
133186,train
84774,train
125997,train
125545,train
147373,train
127942,train
86178,train
125577,train
108458,train
140710,train
87617,train
153574,train
177802,train
133144,train
77988,train
117049,train
125059,train
151190,train
119364,train
88551,train
136960,train
135501,train
131708,train
145030,train
105994,train
103203,train
121259,train
101856,train
101764,train
122721,train
74661,train
128432,train
105563,train
129787,train
103616,train
139288,train
122237,train
129846,train
120358,train
134591,train
119861,train
135476,train
84303,train
134580,train
120840,train
130269,train
134564,train
132661,train
102668,train
147398,train
135946,train
172070,train
129381,train
149767,train
124554,train
170649,train
83344,train
86199,train
135995,train
130777,train
117058,train
145950,train
144540,train
100342,train
87128,train
129803,train
144046,train
127466,train
99870,train
84290,train
118438,train
135076,train
131244,train
132195,train
146645,train
130791,train
19541,train
124149,train
154521,train
125517,train
134091,train
118437,train
126478,train
121256,train
127006,train
106561,train
86176,train
136033,train
106993,train
120830,train
128378,train
122664,train
145470,train
116100,train
130291,train
119359,train
97996,train
169697,train
110832,train
125978,train
121288,train
120349,train
101289,train
143081,train
144545,train
137908,train
121753,train
120341,train
132691,train
106524,train
116573,train
121725,train
120784,train
123612,train
116055,train
162617,train
121736,train
83825,train
106040,train
133636,train
198316,train
83330,train
142148,train
137384,train
116103,train
145025,train
127481,train
128881,train
133654,train
101756,train
123159,train
109361,train
125087,train
105092,train
136922,train
106518,train
196815,train
118956,train
150702,train
126012,train
141215,train
116994,train
130766,train
122188,train
126948,train
133662,train
102254,train
139339,train
122232,train
128387,train
139792,train
100766,train
126529,train
119910,train
141698,train
145010,train
155472,train
87139,train
136007,train
119859,train
104146,train
141198,train
122671,train
149292,train
130280,train
125514,train
130799,train
105097,train
126037,train
196418,train
111311,train
124559,train
129793,train
169220,train
128360,train
142624,train
136473,train
122723,train
116572,train
87577,train
88083,train
99855,train
196416,train
135023,train
141661,train
86063,train
143115,train
118455,train
84644,train
122201,train
130755,train
117478,train
125995,train
136008,train
124574,train
197842,train
128430,train
102250,train
83221,train
119421,train
144534,train
87611,train
128866,train
130769,train
150718,train
94157,train
132147,train
115539,train
133126,train
129326,train
107512,train
100290,train
141193,train
133124,train
131700,train
136915,train
143104,train
126052,train
107034,train
153098,train
123677,train
96942,train
74186,train
94193,train
109408,train
121287,train
145466,train
121721,train
170174,train
97528,train
86198,train
134570,train
139769,train
143083,train
143094,train
118914,train
147853,train
115585,train
133095,train
83329,train
118456,train
122182,train
101291,train
71930,train
121270,train
128407,train
127956,train
139786,train
169699,train
127436,train
146917,train
125503,train
146424,train
104140,train
120294,train
135511,train
132671,train
141216,train
106051,train
179222,train
137406,train
134553,train
117997,train
146442,train
132643,train
116047,train
168746,train
118954,train
98442,train
128894,train
134559,train
118474,train
116061,train
154517,train
132632,train
127893,train
127907,train
141219,train
129810,train
135468,train
104623,train
129316,train
127463,train
130758,train
124076,train
83804,train
119857,train
122207,train
123172,train
88093,train
123214,train
82380,train
149274,train
139281,train
129792,train
84778,train
125109,train
118891,train
117942,train
134568,train
138357,train
128904,train
131236,train
135950,train
135542,train
84169,train
87142,train
100822,train
153564,train
126484,train
144509,train
67649,train
130268,train
133135,train
110356,train
127901,train
131734,train
100820,train
136440,train
85226,train
130297,train
132149,train
95988,train
119370,train
129317,train
102716,train
120846,train
20494,train
117949,train
197369,train
133121,train
114204,train
144986,train
140273,train
140246,train
101770,train
145011,train
127441,train
94668,train
119889,train
141221,train
137437,train
122745,train
141210,train
135547,train
123205,train
144989,train
119394,train
133598,train
150223,train
123193,train
116529,train
98001,train
126932,train
87141,train
99872,train
82871,train
120292,train
84748,train
106512,train
125056,train
143108,train
133607,train
74663,train
128907,train
138848,train
145468,train
126943,train
124608,train
127459,train
121711,train
126487,train
84763,train
118895,train
92728,train
115014,train
122268,train
133581,train
138369,train
105611,train
123163,train
105575,train
113679,train
118009,train
133188,train
110833,train
134107,train
107939,train
133111,train
132176,train
139797,train
73711,train
135477,train
118920,train
122703,train
133578,train
135480,train
120845,train
128366,train
145934,train
132658,train
129841,train
130778,train
137448,train
135470,train
139337,train
172571,train
149295,train
144539,train
143560,train
147845,train
138383,train
134561,train
125068,train
131716,train
128912,train
128388,train
151666,train
136482,train
136492,train
124627,train
119905,train
83820,train
119898,train
142178,train
147843,train
125062,train
103282,train
123209,train
133656,train
129821,train
143124,train
97521,train
132707,train
141199,train
128880,train
125556,train
118949,train
128889,train
115099,train
102806,train
100814,train
84643,train
119909,train
136988,train
180648,train
118933,train
132223,train
135061,train
109357,train
81917,train
125063,train
106038,train
102235,train
130731,train
102709,train
115622,train
111304,train
144053,train
145975,train
106582,train
142635,train
146431,train
136455,train
107937,train
109362,train
136035,train
83334,train
18115,train
114680,train
118959,train
97965,train
19064,train
152624,train
114201,train
130767,train
18591,train
101715,train
138840,train
127891,train
122700,train
143112,train
130288,train
84291,train
138808,train
120334,train
118918,train
102246,train
123673,train
88095,train
180177,train
126512,train
106112,train
107945,train
116042,train
121248,train
131252,train
99388,train
128363,train
125583,train
83327,train
128884,train
115636,train
134527,train
145478,train
129311,train
85592,train
125509,train
183978,train
137420,train
128394,train
100429,train
143107,train
119897,train
132654,train
125049,train
103675,train
117006,train
88076,train
135944,train
125041,train
118442,train
128847,train
144071,train
131687,train
132680,train
105158,train
102728,train
129825,train
124565,train
137413,train
131680,train
135949,train
132153,train
105577,train
122233,train
114217,train
114540,train
100333,train
148795,train
121318,train
125512,train
152622,train
132193,train
116458,train
130749,train
136006,train
149745,train
116570,train
126978,train
121760,train
129839,train
129835,train
126923,train
132686,train
83690,train
128433,train
124624,train
82386,train
128415,train
132169,train
126039,train
104151,train
138823,train
107535,train
119371,train
121783,train
131211,train
135027,train
128367,train
104571,train
108887,train
121268,train
123661,train
132199,train
83823,train
96093,train
84276,train
120316,train
145019,train
82854,train
137416,train
103677,train
133165,train
140744,train
129344,train
86181,train
121746,train
121242,train
118441,train
124143,train
144035,train
129836,train
146925,train
91779,train
132190,train
128359,train
143563,train
136965,train
119864,train
137403,train
103672,train
127886,train
81438,train
129822,train
85245,train
86185,train
133613,train
142133,train
127900,train
108886,train
86186,train
127425,train
126060,train
134113,train
149766,train
107509,train
141663,train
107463,train
178754,train
125983,train
119413,train
131694,train
135034,train
84764,train
119903,train
84647,train
129850,train
120365,train
106585,train
143580,train
136506,train
148348,train
145953,train
132655,train
95987,train
136418,train
140731,train
139801,train
126004,train
122683,train
127913,train
121745,train
127428,train
83220,train
139313,train
144990,train
116097,train
124573,train
139795,train
126016,train
88052,train
51005,train
131681,train
127445,train
127406,train
152615,train
111786,train
106039,train
140725,train
120859,train
130322,train
122270,train
121768,train
128887,train
105093,train
84775,train
106995,train
97047,train
85235,train
140740,train
126991,train
85700,train
134129,train
130800,train
85594,train
147866,train
106946,train
133130,train
151664,train
117970,train
130282,train
133600,train
120333,train
101758,train
88553,train
116057,train
104148,train
83806,train
129308,train
142143,train
136944,train
63847,train
100903,train
122255,train
123176,train
119420,train
163093,train
163092,train
129813,train
141696,train
107935,train
119427,train
142636,train
133586,train
135991,train
119837,train
126058,train
137458,train
144047,train
135523,train
135560,train
121723,train
123633,train
122244,train
94156,train
114556,train
118460,train
65273,train
149015,train
117004,train
86655,train
170172,train
133574,train
87132,train
128380,train
119890,train
88559,train
128436,train
118951,train
95105,train
133146,train
135527,train
83696,train
127962,train
84275,train
126489,train
135038,train
134111,train
140752,train
133624,train
121713,train
165470,train
116540,train
124633,train
116053,train
145939,train
99426,train
135021,train
141675,train
146913,train
132184,train
119880,train
129843,train
83351,train
144055,train
122661,train
116050,train
120361,train
137449,train
130330,train
134566,train
135053,train
141672,train
133148,train
128902,train
100340,train
145499,train
116569,train
124637,train
152146,train
133604,train
131689,train
106565,train
77036,train
85252,train
119404,train
108463,train
84278,train
120353,train
132164,train
98445,train
119424,train
135482,train
85701,train
106044,train
98949,train
134126,train
121323,train
133623,train
107000,train
119860,train
103283,train
128857,train
121281,train
135545,train
123144,train
132627,train
148322,train
133659,train
83814,train
133641,train
145017,train
150224,train
128398,train
130290,train
142645,train
133164,train
138345,train
130728,train
100427,train
121727,train
133612,train
142137,train
135557,train
137412,train
132175,train
87602,train
65747,train
125108,train
95626,train
121263,train
132161,train
178277,train
132166,train
117963,train
117533,train
108464,train
105135,train
112732,train
103663,train
125098,train
146429,train
122668,train
130759,train
116566,train
141688,train
82850,train
132162,train
128901,train
85244,train
134046,train
87145,train
107420,train
147865,train
116933,train
136019,train
116528,train
113206,train
86174,train
122673,train
133108,train
137400,train
114678,train
117011,train
145020,train
155470,train
131215,train
82744,train
179225,train
96575,train
143118,train
119866,train
120771,train
133137,train
121798,train
134603,train
140708,train
126025,train
118921,train
135019,train
86658,train
137871,train
138367,train
94562,train
169222,train
126448,train
87125,train
141211,train
123149,train
106036,train
140724,train
149751,train
100336,train
123617,train
106990,train
116095,train
141685,train
133631,train
140738,train
135559,train
124552,train
143577,train
136976,train
101283,train
140711,train
127429,train
137858,train
19065,train
145964,train
84289,train
120848,train
134587,train
101380,train
127011,train
122203,train
143603,train
106469,train
141678,train
104137,train
109905,train
132711,train
140751,train
136939,train
140262,train
120790,train
102808,train
139287,train
121793,train
110835,train
141674,train
154995,train
106052,train
134601,train
135544,train
121304,train
137892,train
122707,train
130741,train
84301,train
131675,train
100348,train
131715,train
132709,train
117999,train
171597,train
149275,train
133156,train
117984,train
101240,train
115153,train
101288,train
153091,train
93753,train
86661,train
141184,train
124160,train
127909,train
89035,train
20018,train
118480,train
20497,train
134137,train
120322,train
100346,train
130727,train
136475,train
144054,train
132620,train
116537,train
147397,train
131222,train
145469,train
142625,train
130787,train
121759,train
19544,train
127421,train
66223,train
102190,train
121710,train
125091,train
173521,train
107056,train
82863,train
120375,train
124151,train
126939,train
131204,train
142638,train
137460,train
130266,train
100379,train
132211,train
181128,train
117018,train
116102,train
142147,train
134104,train
117508,train
123183,train
118484,train
123659,train
124141,train
131221,train
117056,train
144031,train
82746,train
143120,train
132146,train
109428,train
134602,train
151652,train
125988,train
135977,train
139293,train
137443,train
133117,train
124593,train
135530,train
131688,train
145018,train
124078,train
88560,train
127420,train
128848,train
135546,train
84749,train
84755,train
120376,train
141700,train
139298,train
124576,train
118426,train
140266,train
89038,train
116527,train
136472,train
133187,train
127417,train
82395,train
95149,train
106083,train
100819,train
121314,train
100426,train
97051,train
150247,train
122191,train
83218,train
108936,train
99858,train
116567,train
140263,train
136453,train
120841,train
127426,train
121769,train
109883,train
129322,train
125107,train
151193,train
120312,train
134093,train
125052,train
106086,train
123667,train
142617,train
120838,train
125523,train
148341,train
127410,train
127955,train
126968,train
126048,train
128830,train
132637,train
126013,train
83347,train
121709,train
151674,train
129814,train
129340,train
195387,train
129338,train
120818,train
117471,train
129319,train
102248,train
134612,train
77037,train
125544,train
145001,train
150227,train
135001,train
136927,train
126015,train
108481,train
128856,train
122734,train
88051,train
72760,train
104657,train
106558,train
123175,train
196894,train
149294,train
125977,train
129856,train
122731,train
81901,train
123680,train
108885,train
140748,train
85710,train
128897,train
195864,train
85240,train
119382,train
97050,train
132233,train
137417,train
128373,train
123693,train
102713,train
124107,train
97519,train
130331,train
102717,train
98002,train
134590,train
136497,train
152150,train
129827,train
103710,train
104150,train
134573,train
120321,train
120354,train
135002,train
126956,train
130786,train
130302,train
119896,train
130752,train
134531,train
147848,train
101293,train
124153,train
148819,train
111306,train
84766,train
85709,train
89512,train
81910,train
106517,train
130261,train
143582,train
131749,train
84771,train
134136,train
117480,train
98440,train
128381,train
105518,train
148325,train
171123,train
135066,train
136961,train
147867,train
134102,train
75139,train
125065,train
141660,train
150714,train
163568,train
118462,train
123154,train
108956,train
127005,train
126925,train
149268,train
135062,train
145946,train
147368,train
80844,train
130797,train
128428,train
103206,train
145465,train
132685,train
134586,train
120384,train
154045,train
118931,train
137419,train
139774,train
118943,train
118913,train
97049,train
116052,train
126029,train
85718,train
98438,train
150226,train
141182,train
135980,train
125554,train
138817,train
96943,train
84768,train
120293,train
102665,train
122273,train
135498,train
81431,train
83827,train
104658,train
120800,train
146423,train
76563,train
131285,train
127921,train
116439,train
106467,train
85243,train
136452,train
137441,train
107944,train
129819,train
133109,train
132197,train
118443,train
87147,train
128426,train
126960,train
129845,train
107514,train
134132,train
104618,train
147118,train
106523,train
133099,train
146452,train
107467,train
141225,train
145002,train
139317,train
138362,train
129789,train
117959,train
124090,train
124621,train
141692,train
133123,train
115627,train
148817,train
101850,train
114559,train
141689,train
125565,train
125529,train
144059,train
104614,train
85239,train
124618,train
83337,train
123130,train
121286,train
121730,train
89037,train
144036,train
118425,train
119431,train
122679,train
120346,train
131682,train
96465,train
150222,train
87614,train
147375,train
119386,train
119856,train
142141,train
124615,train
88527,train
174447,train
126003,train
117952,train
94152,train
132227,train
118885,train
130264,train
92255,train
125569,train
132700,train
138815,train
139338,train
142631,train
93677,train
107941,train
122728,train
143098,train
123200,train
144040,train
76083,train
124132,train
123657,train
124628,train
121293,train
146900,train
109431,train
98952,train
133648,train
132628,train
118453,train
121296,train
133160,train
117982,train
131206,train
115146,train
124592,train
125973,train
88077,train
136968,train
120843,train
124103,train
121313,train
107464,train
135526,train
124116,train
140255,train
128361,train
143599,train
126507,train
129373,train
124088,train
75612,train
152623,train
19547,train
126014,train
144532,train
120310,train
122187,train
144508,train
95992,train
131232,train
87609,train
104145,train
126497,train
154998,train
117037,train
130748,train
142616,train
87140,train
138843,train
131677,train
118485,train
150697,train
147588,train
122211,train
118412,train
154522,train
172543,train
145475,train
134076,train
103679,train
84761,train
130762,train
135943,train
108954,train
129383,train
118004,train
148797,train
124127,train
121257,train
137868,train
136449,train
118955,train
74188,train
127912,train
139320,train
149770,train
121792,train
137893,train
136021,train
129334,train
147847,train
99391,train
120807,train
122217,train
126001,train
143110,train
141686,train
131223,train
122216,train
146896,train
135534,train
143128,train
132647,train
138346,train
134550,train
134522,train
148065,train
121317,train
130809,train
123156,train
126053,train
126963,train
135533,train
129370,train
103666,train
123690,train
135047,train
136030,train
172544,train
81903,train
100808,train
105100,train
120765,train
134572,train
141656,train
132633,train
107421,train
82849,train
122655,train
125051,train
124081,train
85722,train
100377,train
132676,train
117001,train
99861,train
136009,train
127479,train
130298,train
114210,train
126466,train
104097,train
139793,train
130333,train
126982,train
139770,train
118469,train
121747,train
129848,train
84277,train
131720,train
125081,train
139305,train
83807,train
117524,train
125550,train
143119,train
142644,train
138813,train
102242,train
130327,train
121742,train
134552,train
135538,train
128420,train
170171,train
133169,train
134071,train
120323,train
135067,train
130810,train
88085,train
123166,train
197843,train
136494,train
139768,train
149270,train
114671,train
145481,train
118428,train
118884,train
127936,train
105134,train
164043,train
136910,train
118482,train
99396,train
130725,train
107896,train
195389,train
120798,train
102715,train
128357,train
125538,train
124582,train
141187,train
119360,train
85241,train
129781,train
87131,train
104149,train
81429,train
107987,train
130735,train
121781,train
117051,train
103674,train
138824,train
114679,train
86070,train
127897,train
172074,train
139307,train
95511,train
135056,train
127401,train
107530,train
132624,train
108006,train
140722,train
132623,train
139336,train
127474,train
138818,train
75613,train
114677,train
195466,train
105610,train
131758,train
127923,train
122666,train
117013,train
83343,train
136481,train
150722,train
122183,train
129313,train
95514,train
95621,train
127453,train
127938,train
84284,train
104624,train
124119,train
138861,train
136958,train
121754,train
145502,train
116107,train
125528,train
123627,train
134075,train
117882,train
148794,train
68124,train
119879,train
125506,train
105993,train
108043,train
145942,train
125044,train
126996,train
127437,train
118902,train
151665,train
114082,train
101775,train
136448,train
127486,train
126984,train
110377,train
138821,train
116543,train
126460,train
141671,train
109902,train
100901,train
124155,train
134114,train
170645,train
98475,train
133594,train
124605,train
116068,train
119357,train
53372,train
125991,train
105609,train
120801,train
86177,train
127485,train
115105,train
98910,train
124080,train
151667,train
127918,train
122227,train
145488,train
105089,train
131743,train
123650,train
128861,train
148321,train
134547,train
130292,train
101379,train
96468,train
150220,train
126475,train
118890,train
118424,train
133097,train
127957,train
132629,train
136027,train
126049,train
115575,train
117003,train
148823,train
129830,train
143087,train
152614,train
86197,train
119376,train
129384,train
132681,train
136467,train
20015,train
116536,train
120317,train
139302,train
127928,train
131735,train
133112,train
131212,train
89029,train
131272,train
172073,train
102239,train
99383,train
141185,train
100332,train
123630,train
75614,train
154046,train
128392,train
121319,train
120347,train
141196,train
136004,train
135509,train
116069,train
138820,train
96571,train
171598,train
136441,train
121731,train
119414,train
123185,train
115507,train
101300,train
134528,train
125032,train
122691,train
130754,train
173019,train
134544,train
110837,train
139309,train
118923,train
136462,train
126931,train
128863,train
174448,train
121294,train
131199,train
130267,train
82270,train
121247,train
124566,train
142149,train
104093,train
118936,train
122252,train
125106,train
143598,train
135970,train
195390,train
114681,train
97997,train
146920,train
125980,train
88554,train
129842,train
101282,train
84280,train
101761,train
121280,train
147870,train
137921,train
98919,train
137896,train
140235,train
18595,train
102711,train
135070,train
124145,train
174923,train
135517,train
106048,train
96568,train
172071,train
146415,train
123203,train
123613,train
135082,train
89036,train
150716,train
127387,train
137447,train
119835,train
171121,train
138849,train
134530,train
132687,train
135071,train
120338,train
133589,train
87137,train
107036,train
147587,train
124581,train
126504,train
114202,train
127010,train
142651,train
84272,train
115031,train
173047,train
144065,train
122744,train
128859,train
143106,train
122730,train
145498,train
112254,train
132171,train
104182,train
124114,train
139784,train
123671,train
143583,train
118929,train
141214,train
130745,train
125527,train
121284,train
127450,train
109360,train
137393,train
128372,train
141695,train
118445,train
123672,train
103234,train
143586,train
105523,train
118925,train
116522,train
147400,train
76086,train
141691,train
151675,train
171599,train
86187,train
126962,train
129371,train
121246,train
125054,train
142165,train
129341,train
149273,train
84767,train
132644,train
164996,train
127925,train
102329,train
136948,train
84750,train
154523,train
145500,train
145951,train
136451,train
138867,train
134999,train
128844,train
81915,train
127482,train
132625,train
133572,train
125521,train
180652,train
117507,train
137423,train
122659,train
121758,train
132682,train
109904,train
88079,train
123656,train
100825,train
173022,train
173970,train
150720,train
83799,train
119878,train
144518,train
128890,train
97964,train
131714,train
183502,train
103233,train
136020,train
109415,train
131242,train
138836,train
126057,train
128389,train
145461,train
126990,train
179227,train
136925,train
120857,train
124567,train
89507,train
96101,train
171120,train
130753,train
139763,train
106088,train
135508,train
119423,train
177800,train
121309,train
145473,train
138831,train
183977,train
151176,train
139778,train
137399,train
164995,train
125522,train
142155,train
115159,train
122690,train
97045,train
98953,train
137874,train
126500,train
126483,train
149276,train
81913,train
105159,train
87607,train
20496,train
103709,train
127859,train
122262,train
164516,train
116101,train
130757,train
143588,train
129332,train
139798,train
101719,train
95037,train
119844,train
108370,train
89978,train
133102,train
138359,train
129860,train
99862,train
138812,train
123136,train
108414,train
125586,train
138337,train
145008,train
122714,train
123611,train
122210,train
169223,train
116531,train
119850,train
115155,train
135052,train
123647,train
117492,train
86659,train
134569,train
125034,train
126966,train
124564,train
118898,train
93718,train
119415,train
135054,train
118894,train
149298,train
128891,train
133172,train
127431,train
105520,train
117979,train
131756,train
127446,train
99863,train
85588,train
133633,train
149271,train
137382,train
145969,train
104147,train
135041,train
128883,train
172546,train
135994,train
109884,train
144552,train
131278,train
102249,train
117945,train
145492,train
135074,train
121302,train
141655,train
120309,train
115635,train
135029,train
126496,train
86656,train
124596,train
83323,train
121241,train
103189,train
121714,train
122234,train
121715,train
84281,train
140231,train
105087,train
68123,train
125532,train
129325,train
142619,train
97999,train
146439,train
107058,train
143571,train
130301,train
82393,train
74660,train
134081,train
140718,train
125516,train
133602,train
142607,train
139342,train
131249,train
100765,train
125520,train
153092,train
119868,train
128399,train
121258,train
194914,train
108416,train
119901,train
130746,train
85236,train
130807,train
153567,train
146911,train
135519,train
138341,train
142146,train
135556,train
146443,train
136450,train
125961,train
89026,train
86071,train
120339,train
127944,train
89030,train
95041,train
84273,train
96095,train
121321,train
147592,train
134105,train
129797,train
129831,train
126054,train
87621,train
126912,train
101774,train
116044,train
111328,train
124610,train
113207,train
154997,train
129794,train
137454,train
133610,train
117989,train
133120,train
73713,train
118916,train
121780,train
133638,train
122665,train
120786,train
123632,train
101295,train
132181,train
134048,train
118415,train
131217,train
103204,train
117485,train
88094,train
145948,train
87133,train
135553,train
115624,train
105567,train
123676,train
151192,train
117972,train
137876,train
140276,train
134548,train
112258,train
95620,train
147589,train
122718,train
118458,train
83326,train
103197,train
122739,train
136957,train
97044,train
130723,train
119426,train
126524,train
145496,train
131746,train
117941,train
136985,train
88563,train
144074,train
135971,train
139785,train
133603,train
76562,train
114685,train
144038,train
138392,train
118001,train
164041,train
130295,train
80368,train
144068,train
127003,train
131733,train
120828,train
66222,train
132182,train
143125,train
126491,train
125547,train
151669,train
92256,train
131243,train
95144,train
104136,train
118905,train
127885,train
133113,train
87134,train
116530,train
125110,train
121261,train
114156,train
106111,train
136914,train
133584,train
139787,train
135505,train
86201,train
86065,train
93752,train
143566,train
88528,train
116539,train
133133,train
128383,train
134101,train
123139,train
179702,train
133122,train
119846,train
103667,train
83809,train
144525,train
128899,train
106468,train
124100,train
108410,train
126471,train
124568,train
178275,train
152626,train
125971,train
149269,train
105570,train
98920,train
