,set
138372,train
132225,train
132195,train
131202,train
133607,train
140259,train
129362,train
131212,train
128865,train
136939,train
132677,train
130254,train
136439,train
135036,train
136924,train
122237,train
127418,train
128867,train
100429,train
140255,train
127462,train
130792,train
131230,train
140271,train
120369,train
126010,train
120765,train
120316,train
123195,train
102805,train
116994,train
126022,train
133594,train
121752,train
122206,train
124115,train
134087,train
123173,train
129834,train
137866,train
142164,train
126980,train
137891,train
119867,train
136027,train
137922,train
137413,train
137913,train
135508,train
131738,train
119367,train
145978,train
142648,train
125544,train
137884,train
127913,train
123174,train
124589,train
135071,train
133133,train
135974,train
143603,train
136934,train
130311,train
120781,train
133155,train
141224,train
126018,train
142646,train
135536,train
120319,train
139321,train
128378,train
126464,train
130300,train
131213,train
130261,train
131266,train
138342,train
139297,train
121794,train
117937,train
140730,train
134120,train
121730,train
121292,train
121290,train
126496,train
129357,train
128856,train
124105,train
122702,train
131739,train
134102,train
134544,train
131704,train
140266,train
138864,train
126019,train
122216,train
133635,train
119372,train
123653,train
124128,train
126027,train
138863,train
122213,train
145012,train
127924,train
127427,train
142653,train
120314,train
132692,train
145019,train
135526,train
141683,train
121761,train
125568,train
123160,train
121256,train
137405,train
131204,train
131691,train
122669,train
130745,train
136961,train
119368,train
134574,train
136012,train
135546,train
122739,train
123629,train
129842,train
130742,train
143585,train
137403,train
132223,train
123168,train
133601,train
126516,train
123194,train
131218,train
131274,train
132702,train
126971,train
139772,train
123186,train
131732,train
120818,train
126495,train
138823,train
135047,train
122236,train
143128,train
129806,train
133574,train
139768,train
140251,train
122196,train
133159,train
126460,train
128889,train
123640,train
137436,train
126947,train
99000,train
134545,train
136969,train
129785,train
121727,train
128397,train
123654,train
124144,train
120793,train
121753,train
121264,train
123658,train
126031,train
117468,train
181127,train
136482,train
127910,train
126008,train
144073,train
138847,train
130746,train
130255,train
117942,train
128365,train
131225,train
127441,train
129342,train
124102,train
125039,train
120786,train
138373,train
127936,train
128880,train
128379,train
129365,train
130778,train
122709,train
124581,train
138862,train
145967,train
126503,train
132185,train
132656,train
120820,train
100901,train
129837,train
121255,train
125990,train
142156,train
142168,train
132171,train
129367,train
131690,train
123214,train
134577,train
125517,train
132691,train
139764,train
123615,train
141206,train
123659,train
127922,train
133608,train
127938,train
138348,train
146924,train
131718,train
127413,train
145022,train
122228,train
124620,train
132683,train
122218,train
138354,train
137414,train
125548,train
136011,train
137437,train
134108,train
130782,train
133162,train
141210,train
137872,train
122701,train
122707,train
136008,train
137448,train
122189,train
141208,train
132625,train
138362,train
133645,train
130272,train
145491,train
136916,train
136956,train
135527,train
136963,train
136469,train
129311,train
124113,train
129321,train
130767,train
144550,train
130274,train
137449,train
126488,train
130779,train
138835,train
144551,train
129332,train
133646,train
132175,train
131253,train
121258,train
126016,train
121270,train
126979,train
117947,train
134567,train
119838,train
135062,train
122211,train
134070,train
142177,train
129840,train
125093,train
126466,train
125515,train
136930,train
126975,train
128390,train
128372,train
129349,train
137447,train
137421,train
122706,train
132180,train
118888,train
136959,train
127459,train
132176,train
145969,train
121271,train
126036,train
127917,train
134071,train
117472,train
121795,train
136480,train
144536,train
131740,train
131244,train
122220,train
137892,train
131744,train
135060,train
142640,train
130744,train
120341,train
136927,train
122692,train
133105,train
138831,train
127903,train
124594,train
123630,train
128364,train
133124,train
138347,train
134128,train
128406,train
132669,train
137443,train
132215,train
181128,train
132216,train
136018,train
125074,train
135516,train
137887,train
121743,train
126004,train
141222,train
135051,train
139771,train
123164,train
130743,train
136475,train
136462,train
125060,train
131727,train
133132,train
139788,train
138848,train
127410,train
134558,train
126477,train
126936,train
122684,train
124135,train
133639,train
127905,train
129824,train
138836,train
131259,train
142170,train
124582,train
132673,train
126494,train
122222,train
145486,train
133161,train
123170,train
120816,train
131735,train
130276,train
130798,train
127937,train
146926,train
138353,train
114212,train
144079,train
135975,train
123647,train
135507,train
121262,train
132638,train
131250,train
130268,train
132202,train
127907,train
142649,train
126501,train
125531,train
122204,train
114686,train
132168,train
129324,train
132184,train
133644,train
130321,train
138841,train
127901,train
127933,train
124138,train
126968,train
128852,train
129793,train
131720,train
136444,train
125565,train
137442,train
134592,train
130278,train
121322,train
146922,train
134551,train
131224,train
132646,train
131749,train
135031,train
133164,train
124103,train
133172,train
135532,train
146925,train
141213,train
122207,train
123196,train
115570,train
133131,train
124580,train
124089,train
130787,train
136981,train
141697,train
127447,train
134104,train
147397,train
128849,train
132151,train
124612,train
129320,train
131207,train
134559,train
123632,train
138839,train
127926,train
140247,train
129807,train
121733,train
133573,train
139796,train
135990,train
120312,train
114218,train
124129,train
123638,train
143593,train
105992,train
130781,train
127407,train
128868,train
105517,train
125541,train
128881,train
129366,train
136024,train
128864,train
124614,train
130264,train
135523,train
128838,train
129838,train
99478,train
134113,train
129835,train
121319,train
136486,train
145017,train
139310,train
122232,train
144554,train
131726,train
132169,train
136931,train
128394,train
133640,train
133651,train
131211,train
139319,train
121767,train
132687,train
121736,train
141209,train
123668,train
131240,train
140752,train
135986,train
132170,train
123167,train
141695,train
137415,train
123166,train
127897,train
129309,train
135972,train
127880,train
139298,train
125062,train
139324,train
132193,train
129305,train
138820,train
125042,train
136468,train
134596,train
134561,train
129827,train
124109,train
135988,train
134078,train
136978,train
144063,train
131263,train
126021,train
126015,train
140735,train
134588,train
126017,train
135066,train
131238,train
134097,train
125538,train
126023,train
129794,train
145498,train
118422,train
129368,train
133168,train
130304,train
124136,train
122195,train
139790,train
135995,train
128410,train
142163,train
123185,train
127896,train
122271,train
122694,train
137397,train
125543,train
136970,train
121769,train
128368,train
143594,train
133108,train
139290,train
124596,train
132187,train
120309,train
132194,train
145965,train
127461,train
123159,train
130299,train
133627,train
133637,train
116520,train
130788,train
126483,train
127422,train
126030,train
124139,train
129322,train
121286,train
143584,train
132150,train
121760,train
131686,train
143602,train
138396,train
122201,train
122717,train
124122,train
134116,train
140242,train
126984,train
129307,train
136503,train
146921,train
145018,train
125059,train
134598,train
135519,train
137893,train
125555,train
122695,train
141225,train
147398,train
130275,train
137914,train
121321,train
130290,train
131712,train
132189,train
143127,train
102326,train
124131,train
125038,train
132676,train
137882,train
128413,train
140244,train
134576,train
134080,train
131268,train
128831,train
130739,train
126942,train
127888,train
135991,train
131717,train
116995,train
125088,train
140749,train
144538,train
146445,train
127448,train
132681,train
127444,train
119834,train
131260,train
124119,train
122231,train
132214,train
122240,train
106942,train
135533,train
131748,train
137445,train
140272,train
19547,train
129314,train
131251,train
142647,train
123161,train
126002,train
127876,train
140250,train
144060,train
138374,train
129802,train
134101,train
128385,train
138351,train
116521,train
134582,train
124600,train
127894,train
118894,train
133113,train
128369,train
126959,train
134092,train
122244,train
122663,train
133638,train
132701,train
122679,train
123182,train
141692,train
135979,train
133614,train
131705,train
121295,train
123177,train
135038,train
125512,train
129795,train
129817,train
135987,train
145504,train
118417,train
134089,train
136010,train
121751,train
131264,train
136932,train
134082,train
128371,train
141197,train
131698,train
133604,train
122241,train
135992,train
132693,train
136920,train
123661,train
140728,train
138832,train
139787,train
131226,train
128832,train
138363,train
137896,train
121289,train
124611,train
127911,train
121756,train
137398,train
121770,train
145493,train
132698,train
114210,train
144543,train
126958,train
133142,train
133125,train
121263,train
123191,train
128869,train
131265,train
134083,train
128890,train
128358,train
126459,train
134114,train
122746,train
133618,train
137880,train
132685,train
142161,train
135024,train
126469,train
117471,train
132640,train
126508,train
126978,train
129803,train
123637,train
124143,train
120371,train
145971,train
130751,train
127412,train
143604,train
136487,train
132154,train
134557,train
124125,train
129821,train
120308,train
129836,train
135537,train
125078,train
130317,train
137881,train
141223,train
100902,train
132160,train
118889,train
126492,train
126970,train
130301,train
136921,train
122683,train
145495,train
134565,train
126991,train
145980,train
145977,train
121791,train
124583,train
135550,train
134075,train
122243,train
121757,train
125516,train
122245,train
137867,train
126467,train
130303,train
126976,train
133119,train
137388,train
138369,train
145013,train
127453,train
101375,train
126515,train
126028,train
139342,train
123220,train
137441,train
122670,train
135983,train
137390,train
143120,train
129353,train
129820,train
144076,train
122190,train
133107,train
136933,train
140248,train
132678,train
124587,train
120782,train
128355,train
141212,train
99475,train
146442,train
121796,train
122680,train
130753,train
117943,train
136472,train
119841,train
118420,train
136974,train
144074,train
129306,train
137402,train
139789,train
139791,train
118457,train
130752,train
130774,train
135538,train
142176,train
146440,train
131692,train
132218,train
124604,train
130302,train
132211,train
124564,train
134110,train
126956,train
132667,train
129845,train
138828,train
120843,train
134099,train
132166,train
125554,train
138340,train
131243,train
136465,train
140265,train
141205,train
121293,train
115636,train
132217,train
128409,train
122193,train
123669,train
137875,train
138341,train
123188,train
137391,train
136007,train
146919,train
141690,train
130769,train
137886,train
120813,train
125080,train
139776,train
123634,train
130259,train
126966,train
121240,train
132643,train
144552,train
138350,train
121241,train
120792,train
127919,train
124563,train
123616,train
134584,train
123152,train
128405,train
120815,train
123179,train
145026,train
125546,train
134103,train
128833,train
129379,train
133136,train
139299,train
116519,train
140721,train
136474,train
99477,train
130728,train
131256,train
133589,train
140734,train
138390,train
127456,train
142642,train
126951,train
128357,train
135020,train
136458,train
126954,train
131687,train
137923,train
139770,train
139293,train
137883,train
140241,train
122703,train
137916,train
116043,train
145028,train
128389,train
126974,train
131261,train
135996,train
140737,train
122188,train
143117,train
141217,train
133619,train
125539,train
133153,train
125094,train
140254,train
129825,train
122242,train
120817,train
130785,train
136005,train
146454,train
135540,train
126953,train
141221,train
126985,train
135509,train
133593,train
119836,train
132660,train
129799,train
123171,train
126983,train
145979,train
121320,train
127878,train
130736,train
138356,train
138819,train
123657,train
127883,train
139294,train
130747,train
123671,train
146923,train
147400,train
134111,train
124617,train
135549,train
126923,train
123157,train
131228,train
145500,train
131709,train
137418,train
140257,train
137406,train
139765,train
140274,train
129781,train
121764,train
123693,train
130288,train
134594,train
133170,train
136975,train
137864,train
122205,train
123642,train
127923,train
133575,train
138383,train
130296,train
119365,train
133642,train
135551,train
122678,train
139797,train
134112,train
131273,train
131232,train
124591,train
134591,train
134564,train
140261,train
123656,train
123169,train
116516,train
144544,train
138829,train
129346,train
135542,train
130292,train
147402,train
130768,train
130729,train
130777,train
125527,train
138385,train
123165,train
140263,train
136943,train
138343,train
142650,train
128840,train
132219,train
130734,train
143595,train
145492,train
130277,train
142166,train
122698,train
126981,train
129313,train
129813,train
133577,train
101380,train
127457,train
142172,train
127466,train
132224,train
133621,train
134575,train
101856,train
132684,train
120315,train
130755,train
125084,train
132198,train
140740,train
139291,train
124141,train
140240,train
133158,train
129822,train
130316,train
123665,train
121260,train
131743,train
126960,train
133098,train
126487,train
119362,train
136026,train
132153,train
137871,train
114687,train
126038,train
135525,train
144549,train
127912,train
138367,train
133586,train
131745,train
127928,train
107417,train
122217,train
123193,train
126938,train
137870,train
134589,train
135529,train
131217,train
181126,train
145023,train
130726,train
129800,train
137911,train
133176,train
126478,train
143110,train
132670,train
140723,train
128407,train
132636,train
131252,train
130263,train
140732,train
135513,train
132631,train
131747,train
133120,train
136962,train
132178,train
132632,train
128871,train
127446,train
145016,train
132161,train
120294,train
123670,train
127431,train
125528,train
123154,train
121762,train
119844,train
134572,train
140725,train
128873,train
131208,train
63847,train
123662,train
136492,train
122691,train
132680,train
132695,train
127005,train
121285,train
121239,train
135495,train
131219,train
121291,train
124578,train
146441,train
121740,train
143121,train
122721,train
139296,train
134581,train
133177,train
132174,train
142637,train
145974,train
133626,train
133580,train
121746,train
123141,train
124116,train
128835,train
125085,train
121790,train
134069,train
126961,train
128888,train
131205,train
145021,train
101850,train
136454,train
125068,train
130776,train
139323,train
127464,train
139292,train
138826,train
137450,train
122234,train
134555,train
120344,train
127875,train
134085,train
129310,train
133144,train
132173,train
128878,train
120375,train
124137,train
131707,train
129351,train
135049,train
135982,train
124132,train
131267,train
131242,train
121245,train
127884,train
127415,train
122743,train
136490,train
135552,train
124566,train
133150,train
125073,train
125560,train
132172,train
125496,train
135997,train
119369,train
137888,train
124610,train
122686,train
136484,train
136501,train
128855,train
132653,train
140739,train
125534,train
128381,train
133123,train
133099,train
136966,train
131715,train
142159,train
138816,train
128863,train
122710,train
131714,train
129360,train
133613,train
146450,train
136945,train
131262,train
128373,train
134084,train
122690,train
135045,train
142160,train
138393,train
143112,train
132152,train
133641,train
131708,train
138818,train
126500,train
127925,train
121294,train
136022,train
126507,train
117939,train
132205,train
135544,train
120317,train
117945,train
133110,train
131675,train
146927,train
135039,train
133615,train
133139,train
133622,train
136449,train
136937,train
135026,train
121765,train
125536,train
116110,train
133612,train
136456,train
140275,train
144542,train
123631,train
138368,train
131684,train
142158,train
131270,train
146444,train
131730,train
129347,train
137890,train
139302,train
135025,train
135998,train
134549,train
122194,train
126943,train
133616,train
136918,train
146449,train
117469,train
130271,train
137410,train
125991,train
126026,train
142171,train
136982,train
138370,train
131689,train
136471,train
140729,train
119847,train
139337,train
134552,train
134067,train
143591,train
125514,train
126502,train
130322,train
136463,train
134569,train
132159,train
136964,train
137895,train
125053,train
133117,train
139795,train
126989,train
130780,train
126973,train
122699,train
146452,train
136496,train
133145,train
120313,train
125077,train
135075,train
130312,train
99953,train
133572,train
132633,train
132183,train
123691,train
134100,train
127887,train
129352,train
128383,train
101379,train
132696,train
136971,train
130315,train
102331,train
132689,train
136448,train
140273,train
139767,train
132697,train
124127,train
128830,train
100428,train
122208,train
133605,train
136001,train
123181,train
129792,train
129833,train
140269,train
130318,train
130306,train
121269,train
124586,train
123618,train
135999,train
129369,train
128841,train
125542,train
125082,train
139792,train
114217,train
124613,train
128892,train
136498,train
124565,train
130305,train
130723,train
139315,train
139320,train
133650,train
127420,train
142641,train
129783,train
126972,train
129818,train
137423,train
145011,train
135522,train
137408,train
134590,train
128845,train
143605,train
125530,train
139341,train
127900,train
126463,train
131700,train
136960,train
134124,train
123218,train
116517,train
139800,train
130310,train
139322,train
126982,train
130741,train
132628,train
142162,train
128388,train
120307,train
141220,train
126481,train
121734,train
98526,train
127426,train
125556,train
125081,train
126977,train
122713,train
134119_flip1,train
136944_flip1,train
127411_flip1,train
129339_flip1,train
135520_flip1,train
129363_flip1,train
140260_flip1,train
136922_flip1,train
133157_flip1,train
145966_flip1,train
130293_flip1,train
137898_flip1,train
136460_flip1,train
135056_flip1,train
129804_flip1,train
120310_flip1,train
133102_flip1,train
142169_flip1,train
121742_flip1,train
136438_flip1,train
124123_flip1,train
132158_flip1,train
129830_flip1,train
130730_flip1,train
129831_flip1,train
127452_flip1,train
120819_flip1,train
143597_flip1,train
138352_flip1,train
132679_flip1,train
145015_flip1,train
132156_flip1,train
142644_flip1,train
124106_flip1,train
138860_flip1,train
130754_flip1,train
143115_flip1,train
127890_flip1,train
126461_flip1,train
131679_flip1,train
137417_flip1,train
131693_flip1,train
137401_flip1,train
137878_flip1,train
146928_flip1,train
102807_flip1,train
116992_flip1,train
126493_flip1,train
136466_flip1,train
132651_flip1,train
130791_flip1,train
136947_flip1,train
142633_flip1,train
131241_flip1,train
129797_flip1,train
138359_flip1,train
128402_flip1,train
117940_flip1,train
137889_flip1,train
125552_flip1,train
130309_flip1,train
135510_flip1,train
135977_flip1,train
130783_flip1,train
137915_flip1,train
131713_flip1,train
126029_flip1,train
130756_flip1,train
124130_flip1,train
146451_flip1,train
141696_flip1,train
139311_flip1,train
133579_flip1,train
127916_flip1,train
141684_flip1,train
132220_flip1,train
124114_flip1,train
122209_flip1,train
130766_flip1,train
127891_flip1,train
139778_flip1,train
147401_flip1,train
123636_flip1,train
129318_flip1,train
122740_flip1,train
120320_flip1,train
129350_flip1,train
132226_flip1,train
137446_flip1,train
138346_flip1,train
126511_flip1,train
106467_flip1,train
144546_flip1,train
135077_flip1,train
135545_flip1,train
144072_flip1,train
132699_flip1,train
125076_flip1,train
125037_flip1,train
135528_flip1,train
126941_flip1,train
130732_flip1,train
129798_flip1,train
120790_flip1,train
134088_flip1,train
128374_flip1,train
132663_flip1,train
141688_flip1,train
141218_flip1,train
137404_flip1,train
139336_flip1,train
119843_flip1,train
137409_flip1,train
137438_flip1,train
134583_flip1,train
136499_flip1,train
143122_flip1,train
115160_flip1,train
126034_flip1,train
122267_flip1,train
133610_flip1,train
128836_flip1,train
123153_flip1,train
129358_flip1,train
136976_flip1,train
132641_flip1,train
127435_flip1,train
114692_flip1,train
128356_flip1,train
139300_flip1,train
130773_flip1,train
132700_flip1,train
121768_flip1,train
121726_flip1,train
118890_flip1,train
144555_flip1,train
127432_flip1,train
125056_flip1,train
136980_flip1,train
130793_flip1,train
139301_flip1,train
125986_flip1,train
126934_flip1,train
138384_flip1,train
127425_flip1,train
122716_flip1,train
142652_flip1,train
125513_flip1,train
120797_flip1,train
124088_flip1,train
128882_flip1,train
129843_flip1,train
143600_flip1,train
139316_flip1,train
143599_flip1,train
128400_flip1,train
140246_flip1,train
116045_flip1,train
101378_flip1,train
133134_flip1,train
122264_flip1,train
126479_flip1,train
121766_flip1,train
120788_flip1,train
123643_flip1,train
135069_flip1,train
127421_flip1,train
146443_flip1,train
132694_flip1,train
140741_flip1,train
122215_flip1,train
120340_flip1,train
123635_flip1,train
136917_flip1,train
123641_flip1,train
141694_flip1,train
143119_flip1,train
128375_flip1,train
132162_flip1,train
135543_flip1,train
119833_flip1,train
144547_flip1,train
133624_flip1,train
127931_flip1,train
133115_flip1,train
122671_flip1,train
120321_flip1,train
121716_flip1,train
126014_flip1,train
122705_flip1,train
135065_flip1,train
135521_flip1,train
128884_flip1,train
125563_flip1,train
140744_flip1,train
120339_flip1,train
142157_flip1,train
124590_flip1,train
120370_flip1,train
123139_flip1,train
134550_flip1,train
140731_flip1,train
129371_flip1,train
141219_flip1,train
102806_flip1,train
133127_flip1,train
123650_flip1,train
136500_flip1,train
137399_flip1,train
129789_flip1,train
125540_flip1,train
131716_flip1,train
133587_flip1,train
121719_flip1,train
124579_flip1,train
125086_flip1,train
121759_flip1,train
124619_flip1,train
131221_flip1,train
122224_flip1,train
133116_flip1,train
138843_flip1,train
143590_flip1,train
127929_flip1,train
139312_flip1,train
126965_flip1,train
126489_flip1,train
135058_flip1,train
136467_flip1,train
125529_flip1,train
100903_flip1,train
134579_flip1,train
127408_flip1,train
132167_flip1,train
135517_flip1,train
128885_flip1,train
139775_flip1,train
142639_flip1,train
131728_flip1,train
121747_flip1,train
122268_flip1,train
128854_flip1,train
134086_flip1,train
119837_flip1,train
142635_flip1,train
131223_flip1,train
141693_flip1,train
122203_flip1,train
147403_flip1,train
126490_flip1,train
125087_flip1,train
145973_flip1,train
139289_flip1,train
132182_flip1,train
116111_flip1,train
124592_flip1,train
132655_flip1,train
134117_flip1,train
139798_flip1,train
131257_flip1,train
139783_flip1,train
129787_flip1,train
136973_flip1,train
135030_flip1,train
127428_flip1,train
141698_flip1,train
129337_flip1,train
140747_flip1,train
139340_flip1,train
131248_flip1,train
133591_flip1,train
131719_flip1,train
133103_flip1,train
122682_flip1,train
123628_flip1,train
122192_flip1,train
128391_flip1,train
131741_flip1,train
121272_flip1,train
126033_flip1,train
122270_flip1,train
136464_flip1,train
145494_flip1,train
133163_flip1,train
126007_flip1,train
133166_flip1,train
128834_flip1,train
125989_flip1,train
137433_flip1,train
130775_flip1,train
121731_flip1,train
130735_flip1,train
138388_flip1,train
136473_flip1,train
123667_flip1,train
128359_flip1,train
140746_flip1,train
135028_flip1,train
127445_flip1,train
117946_flip1,train
134096_flip1,train
133603_flip1,train
136489_flip1,train
123651_flip1,train
126509_flip1,train
131209_flip1,train
126957_flip1,train
133121_flip1,train
122210_flip1,train
144059_flip1,train
129805_flip1,train
132637_flip1,train
133653_flip1,train
136979_flip1,train
123183_flip1,train
123155_flip1,train
135059_flip1,train
134570_flip1,train
115635_flip1,train
130260_flip1,train
144540_flip1,train
144068_flip1,train
108043_flip1,train
131697_flip1,train
124120_flip1,train
123216_flip1,train
131206_flip1,train
122246_flip1,train
138866_flip1,train
133112_flip1,train
139782_flip1,train
140253_flip1,train
144553_flip1,train
134593_flip1,train
129359_flip1,train
132201_flip1,train
145970_flip1,train
122708_flip1,train
137454_flip1,train
136019_flip1,train
135548_flip1,train
141226_flip1,train
133152_flip1,train
136441_flip1,train
133596_flip1,train
139317_flip1,train
118419_flip1,train
128412_flip1,train
126462_flip1,train
136442_flip1,train
131200_flip1,train
121793_flip1,train
136913_flip1,train
121266_flip1,train
133148_flip1,train
127889_flip1,train
117980_flip1,train
138349_flip1,train
121238_flip1,train
124602_flip1,train
134115_flip1,train
125083_flip1,train
131701_flip1,train
128376_flip1,train
135534_flip1,train
138372_flip1,train
132225_flip1,train
132195_flip1,train
131202_flip1,train
133607_flip1,train
140259_flip1,train
129362_flip1,train
131212_flip1,train
128865_flip1,train
136939_flip1,train
132677_flip1,train
130254_flip1,train
136439_flip1,train
135036_flip1,train
136924_flip1,train
122237_flip1,train
127418_flip1,train
128867_flip1,train
100429_flip1,train
140255_flip1,train
127462_flip1,train
130792_flip1,train
131230_flip1,train
140271_flip1,train
120369_flip1,train
126010_flip1,train
120765_flip1,train
120316_flip1,train
123195_flip1,train
102805_flip1,train
116994_flip1,train
126022_flip1,train
133594_flip1,train
121752_flip1,train
122206_flip1,train
124115_flip1,train
134087_flip1,train
123173_flip1,train
129834_flip1,train
137866_flip1,train
142164_flip1,train
126980_flip1,train
137891_flip1,train
119867_flip1,train
136027_flip1,train
137922_flip1,train
137413_flip1,train
137913_flip1,train
135508_flip1,train
131738_flip1,train
119367_flip1,train
145978_flip1,train
142648_flip1,train
125544_flip1,train
137884_flip1,train
127913_flip1,train
123174_flip1,train
124589_flip1,train
135071_flip1,train
133133_flip1,train
135974_flip1,train
143603_flip1,train
136934_flip1,train
130311_flip1,train
120781_flip1,train
133155_flip1,train
141224_flip1,train
126018_flip1,train
142646_flip1,train
135536_flip1,train
120319_flip1,train
139321_flip1,train
128378_flip1,train
126464_flip1,train
130300_flip1,train
131213_flip1,train
130261_flip1,train
131266_flip1,train
138342_flip1,train
139297_flip1,train
121794_flip1,train
117937_flip1,train
140730_flip1,train
134120_flip1,train
121730_flip1,train
121292_flip1,train
121290_flip1,train
126496_flip1,train
129357_flip1,train
128856_flip1,train
124105_flip1,train
122702_flip1,train
131739_flip1,train
134102_flip1,train
134544_flip1,train
131704_flip1,train
140266_flip1,train
138864_flip1,train
126019_flip1,train
122216_flip1,train
133635_flip1,train
119372_flip1,train
123653_flip1,train
124128_flip1,train
126027_flip1,train
138863_flip1,train
122213_flip1,train
145012_flip1,train
127924_flip1,train
127427_flip1,train
142653_flip1,train
120314_flip1,train
132692_flip1,train
145019_flip1,train
135526_flip1,train
141683_flip1,train
121761_flip1,train
125568_flip1,train
123160_flip1,train
121256_flip1,train
137405_flip1,train
131204_flip1,train
131691_flip1,train
122669_flip1,train
130745_flip1,train
136961_flip1,train
119368_flip1,train
134574_flip1,train
136012_flip1,train
135546_flip1,train
122739_flip1,train
123629_flip1,train
129842_flip1,train
130742_flip1,train
143585_flip1,train
137403_flip1,train
132223_flip1,train
123168_flip1,train
133601_flip1,train
126516_flip1,train
123194_flip1,train
131218_flip1,train
131274_flip1,train
132702_flip1,train
126971_flip1,train
139772_flip1,train
123186_flip1,train
131732_flip1,train
120818_flip1,train
126495_flip1,train
138823_flip1,train
135047_flip1,train
122236_flip1,train
143128_flip1,train
129806_flip1,train
133574_flip1,train
139768_flip1,train
140251_flip1,train
122196_flip1,train
133159_flip1,train
126460_flip1,train
128889_flip1,train
123640_flip1,train
137436_flip1,train
126947_flip1,train
99000_flip1,train
134545_flip1,train
136969_flip1,train
129785_flip1,train
121727_flip1,train
128397_flip1,train
123654_flip1,train
124144_flip1,train
120793_flip1,train
121753_flip1,train
121264_flip1,train
123658_flip1,train
126031_flip1,train
117468_flip1,train
181127_flip1,train
136482_flip1,train
127910_flip1,train
126008_flip1,train
144073_flip1,train
138847_flip1,train
130746_flip1,train
130255_flip1,train
117942_flip1,train
128365_flip1,train
131225_flip1,train
127441_flip1,train
129342_flip1,train
124102_flip1,train
125039_flip1,train
120786_flip1,train
138373_flip1,train
127936_flip1,train
128880_flip1,train
128379_flip1,train
129365_flip1,train
130778_flip1,train
122709_flip1,train
124581_flip1,train
138862_flip1,train
